Provider ID,Hospital name,State,ZIP Code,Latitude,Longitude,Review Score,Hip and Knee Replacement Score,Hip and Knee Replacement Lower,Hip and Knee Replacement Upper,Heart Failure Death Score,Heart Failure Death Lower,Heart Failure Death Upper,Blood clots post surgery Score,Blood clots post surgery Lower,Blood clots post surgery Upper,Heart Attack Death Score,Heart Attack Death Lower,Heart Attack Death Upper,Post surgery Sepsis Score,Post surgery Sepsis Lower,Post surgery Sepsis Upper,Postop Respiratory Failure Score,Postop Respiratory Failure Lower,Postop Respiratory Failure Upper,Postop Dialysis need Score,Postop Dialysis need Lower,Postop Dialysis need Upper,Surgical Complication Deaths Score,Surgical Complication Deaths Lower,Surgical Complication Deaths Upper,Pneumonia death Score,Pneumonia death Lower,Pneumonia death Upper,Stroke death Score,Stroke death Lower,Stroke death Upper,Review Score Transformed,Mortality transformed,Complications transformed
010021,DALE MEDICAL CENTER,AL,36360,31.451345,-85.630966,97.0,0.0,0,0,0.5384503692582426,9.4,16.8,0.3806920109309658,1.28,7.04,0.0,0,0,0.5288190952642211,2.13,9.43,15.15,8.66,21.64,-0.24990281239030498,0,2.66,0,0,0,-0.8593467204451923,11.0,17.7,0.0,0,0,1.5930738442978332,0.08022408779673743,-0.16490207345122046
010022,FLOYD CHEROKEE MEDICAL CENTER,AL,35960,34.162761,-85.65142,0.0,0.0,0,0,0.4803147074715406,8.4,18.0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.7506046450096994,12.7,22.7,0.0,0,0,0.0,-0.30772983812030996,-0.0
010023,BAPTIST MEDICAL CENTER SOUTH,AL,36116,32.327144,-86.276764,0.0,-0.1874008721455668,1.7,3.6,0.5384503692582426,10.5,15.4,0.6647103781833342,2.63,6.20,-0.06511387427189666,10.6,15.9,-2.152569134016358,0,5.87,7.90,3.34,12.46,-1.3430985830391047,0,2.1,192.09,154.11,230.07,1.3543364070552832,15.3,22.5,0.26940620659972864,11.9,17.9,0.0,-0.5242697771603394,0.7545895527544239
010024,JACKSON HOSPITAL & CLINIC INC,AL,36106,32.366606,-86.285155,0.0,-1.1559697249645378,1.2,3.2,0.8291286781917541,10.8,15.9,-0.6679911912316262,1.25,5.15,0.673081505992414,11.5,17.1,-0.7746335161916164,1.52,7.25,9.52,4.75,14.29,-1.7932380180121401,0,1.85,197.44,154.09,240.8,1.4046473872257494,16.1,21.2,-1.8293143150717854,9.1,14.4,0.0,-0.26938581408453305,1.09795811259998
010029,EAST ALABAMA MEDICAL CENTER,AL,36801,32.638055,-85.404003,0.0,0.7811679806734041,2.1,4.2,0.7128573546183499,10.6,15.5,-0.5587533576730233,1.46,5.13,3.461819609213141,14.2,20.9,-0.9049787773371997,1.27,7.2,8.84,3.81,13.88,-0.7000422473633399,0,2.25,184.82,144.66,224.99,0.5493607243278369,14.4,19.7,0.7285013207153731,12.6,18.5,0.0,-1.3631347522186752,0.3456516004250397
010032,TANNER MEDICAL CENTER-EAST ALABAMA,AL,36278,33.296666,-85.480028,0.0,0.0,0,0,0.30590772211143447,8.4,17.3,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.5493607243278369,12.0,22.9,0.0,0,0,0.0,-0.21381711160981784,-0.0
010033,UNIVERSITY OF ALABAMA HOSPITAL,AL,35233,33.506129,-86.80192199999998,95.0,1.3623092923647864,2.2,4.9,-2.135790072930061,6.5,10.0,0.33699687750752444,3.04,5.21,-0.9673526723727202,9.9,14.5,0.5753709742447866,4.35,7.3,7.02,4.63,9.4,-2.2755302697689634,0,1.26,186.23,163.45,209,-1.8655663238544995,10.2,14.3,0.7285013207153731,12.9,18.2,0.8108148789283381,1.060051937110477,0.00021328141296650394
010034,COMMUNITY HOSPITAL INC,AL,36078,32.535293,-85.911996,0.0,0.0,0,0,-1.0893481607694202,6.9,13.9,-0.02348797323586666,0.84,6.75,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,-0.708413779933796,10.9,18.8,-0.648784021631558,9.6,18.5,0.0,0.6116364905836935,0.005871993308966665
010035,CULLMAN REGIONAL MEDICAL CENTER,AL,35058,34.198587,-86.80564100000002,92.0,0.3937404395458154,1.8,4.3,0.5965860310449458,10.4,15.6,-0.08903067337102871,1.31,6.15,1.001168341665441,11.2,18.3,1.487787802263872,3.23,10.39,8.92,2.43,15.41,1.1326683093125887,0.22,3.09,178.82,127.76,229.87,1.656202288078076,16.3,22.2,1.77786158155113,13.0,21.8,-0.36257356912590444,-1.2579545605848983,-0.7312914694378119
010036,ANDALUSIA HEALTH,AL,36420,31.297462,-86.495599,0.0,0.2000266689820219,1.6,4.6,-1.4381621314896336,6.7,12.7,-0.17642094021791146,0.95,6.35,-0.3932007099449238,9.6,16.3,0.0,0,0,0,0,0,0.0,0,0,0,0,0,-0.25561495839960763,12.3,18.9,-0.9111240868404975,9.8,16.7,0.0,0.7495254716686656,-0.0059014321910276085
010038,STRINGFELLOW MEMORIAL HOSPITAL,AL,36201,33.667701,-85.825025,0.0,-0.768542183836949,1.2,3.9,0.3640433838981365,9.1,16.6,-0.6133722744523247,0.52,5.99,0.26297296140113047,10.3,17.3,0.15640406341969587,1.62,9.15,7.42,0.27,14.58,-0.08913872847136368,0,2.73,0,0,0,-1.1612126014679842,10.4,17.5,0.007066141390790269,10.2,19.6,0.0,0.13178252869448173,0.32866228083523535
010039,HUNTSVILLE HOSPITAL,AL,35801,34.721226,-86.581547,0.0,-1.3496834955283321,1.4,2.6,0.42217904568483855,11.0,14.2,-0.3293539071999563,2.26,4.76,0.5910597970741576,12.1,15.9,-0.29049397479373357,2.91,6.89,8.28,5.22,11.35,0.457459156853036,0.61,2.3,218.53,187.73,249.32,1.3543364070552832,16.9,20.2,1.646691548946661,14.7,19.0,0.0,-1.003566699690235,0.3780180551672465
010040,GADSDEN REGIONAL MEDICAL CENTER,AL,35903,34.009389,-85.96752,0.0,1.9434506040561694,2.5,5.3,-0.10104191039548205,9.3,14.4,0.2277590439489205,1.99,6.05,0.09892954356461763,10.6,16.6,2.19537636276847,4.65,10.5,8.94,4.49,13.39,-0.3463612627416698,0,2.42,150.87,114.02,187.72,0.7506046450096994,14.7,20.3,-1.9604843476762546,8.7,14.4,0.0,0.30299801737435494,-1.0050561870079724
010044,MARION REGIONAL MEDICAL CENTER,AL,35570,34.125852,-87.989806,100.0,0.0,0,0,-1.0893481607694202,6.6,14.5,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,-1.1612126014679842,9.9,18.4,0.0,0,0,2.766462292352076,0.5626401905593511,-0.0
010045,FAYETTE MEDICAL CENTER,AL,35555,33.707708,-87.823706,96.0,0.0,0,0,-0.15917757218218412,8.2,15.8,-0.056259323303447926,0.82,6.71,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,-0.05437103771774693,12.2,20.0,0.007066141390790269,10.4,19.1,1.2019443616130858,0.0516206171272852,0.014064830825861982
010046,RIVERVIEW REGIONAL MEDICAL CENTER,AL,35901,34.003811,-86.004086,0.0,0.2000266689820219,1.6,4.5,-2.135790072930061,6.2,10.7,-1.5309700763445926,0.05,4.77,-0.8033092545362073,9.3,16.1,-0.9980825352983315,0.84,7.43,6.27,0.9,11.65,-0.9251119648498577,0,2.32,168.96,121.3,216.62,-0.20530397822914245,12.6,18.6,-1.173464152049437,9.4,16.5,0.0,1.079466864436212,0.81353447687769
010047,GEORGIANA MEDICAL CENTER,AL,36033,31.636334,-86.742751,0.0,0.0,0,0,0.07336507496462517,8.2,16.6,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,-0.30592593857007366,11.3,20.1,0.0,0,0,0.0,0.05814021590136212,-0.0
010049,MEDICAL CENTER ENTERPRISE,AL,36330,31.318191,-85.855308,0.0,-0.9622559544007434,1.2,3.4,1.2360783106986706,10.2,18.7,-0.7990765915019503,0.42,5.74,0.0,0,0,-0.5232533696965616,0.89,8.41,7.12,0.1,14.13,-0.08913872847136368,0,2.73,0,0,0,0.49904974415737263,13.0,21.4,1.253181451133251,12.2,21.6,0.0,-0.7470773764973235,0.5934311610176547
010051,GREENE COUNTY HOSPITAL,AL,35462,32.844744,-87.88930699999996,0.0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,-0.0,-0.0
010052,LAKE MARTIN COMMUNITY HOSPITAL,AL,36853,32.8187,-85.74175799999998,0.0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,-0.9599686807861227,10.2,18.5,0.0,0,0,0.0,0.23999217019653069,-0.0
010055,FLOWERS HOSPITAL,AL,36305,31.235991,-85.457937,0.0,0.7811679806734041,2.0,4.4,1.6430279432055859,12.0,17.8,0.5554725446247313,2.41,6.24,0.5910597970741576,11.1,17.2,-0.8956684015410868,1.66,6.83,8.34,4.79,11.88,-0.7965006977147047,0,2.2,186.41,144.93,227.89,0.3984277838164423,14.0,19.6,1.5811065326444251,13.5,20.5,0.0,-1.0534055141851528,0.08888214348941406
010056,ST VINCENT'S BIRMINGHAM,AL,35205,33.508015,-86.78875500000002,0.0,-0.3811146427093612,1.8,3.3,-1.2637551461295273,7.7,12.0,0.6974817282509155,2.81,6.09,1.0831900505836976,11.7,18.0,0.007438050681885785,2.87,7.58,11.11,7.57,14.64,0.8754457750422834,0.52,2.63,177.32,137.79,216.85,-0.8090357402747272,12.2,16.4,-0.12410389121368008,11.4,17.2,0.0,0.27842618175855927,-0.29981272781643087
010058,BIBB MEDICAL CENTER,AL,35042,32.951101,-87.147865,0.0,0.0,0,0,0.30590772211143447,8.3,18.1,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.8512266053506298,13.1,23.3,0.0,0,0,0.0,-0.28928358186551606,-0.0
010059,LAWRENCE MEDICAL CENTER,AL,35650,34.482884,-87.286019,95.0,0.0,0,0,-0.27544889575558823,7.7,15.8,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,-0.406547898911004,11.2,19.8,0.0,0,0,0.8108148789283381,0.17049919866664806,-0.0
010061,HIGHLANDS MEDICAL CENTER,AL,35768,34.661254,-86.047116,89.0,0.2000266689820219,1.5,4.6,0.9454000017651591,9.8,18.2,0.2714541773723619,1.22,6.91,0.0,0,0,-0.16014871364815014,1.13,8.95,8.57,0.88,16.25,-0.05698591168757542,0,2.75,0,0,0,-1.1109016212975191,10.6,17.3,-0.5176139890270888,9.6,18.8,-1.5359620171801471,0.1707789021398622,-0.06358655525466456
010062,WIREGRASS MEDICAL CENTER,AL,36340,31.048063,-85.890837,95.0,0.0,0,0,0.3640433838981365,9.0,17.2,-0.06718310665930803,0.81,6.69,0.0,0,0,-0.17876946524037682,1.12,8.92,6.61,0,14.32,-0.05698591168757542,0,2.76,0,0,0,-0.708413779933796,10.8,19.1,0.0,0,0,0.8108148789283381,0.08609259900891486,0.07573462089681507
010065,RUSSELL MEDICAL CENTER,AL,35010,32.93103,-85.96839399999998,92.0,0.7811679806734041,1.8,5.2,0.5384503692582426,9.7,16.6,1.4075276463818365,2.41,7.79,-0.47522241886318023,9.5,16.5,-0.26256284740539476,1.06,8.8,6.60,0,14.3,-0.05698591168757542,0,2.74,0,0,0,1.0524705260324905,14.9,21.4,0.3349912229019644,11.1,19.8,-0.36257356912590444,-0.3626724248323793,-0.4672867169905676
010069,MEDICAL CENTER BARBOUR,AL,36027,31.88798,-85.15661300000002,0.0,0.0,0,0,-0.5079915429023975,7.6,15.4,-0.04533553994758734,0.83,6.72,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,-0.4568588790814692,11.1,19.8,-0.4520289727248542,9.8,18.3,0.0,0.35421984867718026,0.011333884986896836
010073,CLAY COUNTY HOSPITAL,AL,36251,33.276548,-85.823789,96.0,0.0,0,0,0.5965860310449458,8.7,18.4,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,1.7568242484190064,14.6,25.0,0.0,0,0,1.2019443616130858,-0.588352569865988,-0.0
010078,NORTHEAST ALABAMA REGIONAL MEDICAL CENTER,AL,36207,33.657123,-85.823353,91.0,2.137164374619964,2.5,5.4,0.5965860310449458,10.6,15.4,-1.8696073603762629,0.18,4.01,-1.131396090209233,9.5,14.4,-0.8863580257449739,1.69,6.84,10.34,6.47,14.2,2.000794362474871,0.84,3.02,199.40,155.35,243.45,1.2537144467143528,15.6,21.5,-0.5831990053293234,10.3,17.0,-0.753703051810652,-0.03392634555518553,-0.3454983377433995
010079,ATHENS LIMESTONE HOSPITAL,AL,35611,34.803499,-86.97780300000002,94.0,0.9748817512371984,2.0,4.7,-1.2637551461295273,6.9,13.0,-0.5150582242495818,0.76,5.92,0.0,0,0,0.09123143284690374,1.57,9.05,5.58,0,12.67,-0.08913872847136368,0,2.73,0,0,0,1.2537144467143528,14.9,22.0,0.7285013207153731,11.4,20.3,0.41968539624359064,-0.17961515532504965,-0.11547905784078917
010083,SOUTH BALDWIN REGIONAL MEDICAL CENTER,AL,36535,30.426109,-87.683187,0.0,0.2000266689820219,1.6,4.4,-0.7405341900492067,8.2,13.5,0.12944499374617816,1.45,6.41,1.001168341665441,11.2,18.5,-0.0856657072792451,1.45,8.8,10.06,3.17,16.95,-0.18559717882272847,0,2.68,159.48,108.18,210.77,-0.20530397822914245,12.3,18.8,1.0564264022265473,12.0,21.1,0.0,-0.2779391439034098,-0.01455219415655662
010085,DECATUR MORGAN HOSPITAL-DECATUR CAMPUS,AL,35601,34.591168,-86.97262099999998,89.0,0.006312898418227551,1.7,4.0,-0.5661272046890996,8.9,13.2,0.15129256045789882,1.78,6.12,0.09892954356461763,10.2,16.9,0.0,0,0,0,0,0,0.0,0,0,170.56,126.65,214.46,0.9518485656915601,15.3,20.5,0.8596713533198423,12.4,19.3,-1.5359620171801471,-0.3360805644717301,-0.03940136471903159
010086,NORTHWEST MEDICAL CENTER,AL,35594,33.929316,-87.824507,0.0,0.0,0,0,1.1198069871252654,10.1,18.5,-0.08903067337102871,0.80,6.65,0.0,0,0,-0.12290721046369762,1.15,9,7.03,0,14.98,-0.12129154525515194,0,2.72,0,0,0,0.09656190279364948,12.6,20.3,1.7122765652488945,12.5,22.1,0.0,-0.7321613637919524,0.08330735727246957
010087,UNIVERSITY OF SOUTH ALABAMA MEDICAL CENTER,AL,36617,30.708121,-88.099441,0.0,0.0,0,0,0.07336507496462517,7.8,17.9,-0.6024484910964646,0.87,5.65,0.0,0,0,-0.8118750193760689,0.97,7.72,5.29,0,11.32,-0.4106668963092463,0,2.58,145.55,101.53,189.56,0.7506046450096994,12.8,23.0,1.0564264022265473,11.8,20.6,0.0,-0.47009903055021796,0.456247601695445
010089,WALKER BAPTIST MEDICAL CENTER,AL,35502,33.841142,-87.236879,0.0,-0.5748284132731555,1.5,3.7,1.0035356635518613,10.4,17.7,-0.29658255713237497,1.05,6.03,0.7551032149106705,10.7,18.5,-0.19739021683260266,1.37,8.63,8.20,1.98,14.41,-0.1534443620389402,0,2.69,0,0,0,2.410866990635056,17.0,24.9,-0.38644395642261964,10.3,18.0,0.0,-0.945765478168742,0.30556138731926835
010090,PROVIDENCE HOSPITAL,AL,36608,30.68169,-88.198329,0.0,-0.3811146427093612,1.5,3.6,1.8755705903523952,12.4,18.0,0.6428628114716141,2.41,6.39,2.7236242289488315,13.4,20.2,-0.5698052486771279,1.66,7.54,13.69,8.69,18.7,1.6149605610694127,0.69,2.94,188.22,144.05,232.4,-0.5071698592519344,12.4,17.4,2.17137167936454,14.1,21.6,0.0,-1.565849159853458,-0.3267258702886344
010091,GROVE HILL MEMORIAL HOSPITAL,AL,36451,31.694213,-87.777231,0.0,0.0,0,0,-0.042906248608779986,7.9,17.1,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,-0.05437103771774693,11.6,20.9,0.0,0,0,0.0,0.024319321581631727,-0.0
010092,D C H REGIONAL MEDICAL CENTER,AL,35401,33.20613,-87.525154,93.0,-0.1874008721455668,1.8,3.6,0.5384503692582426,10.8,14.9,1.232747112688072,3.41,6.46,0.18095125248287403,11.1,16.0,0.0,0,0,0,0,0,0.0,0,0,167.15,134.01,200.3,0.7506046450096994,15.5,19.3,-0.32085894012038385,11.8,16.2,0.028555913558843123,-0.28728683165760804,-0.2613365601356263
010095,HALE COUNTY HOSPITAL,AL,36744,32.412098,-87.018633,0.0,0.0,0,0,0.015229413177923107,8.2,16.8,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,-0.406547898911004,11.3,19.9,0.0,0,0,0.0,0.09782962143327023,-0.0
010097,ELMORE COMMUNITY HOSPITAL,AL,36092,32.551957,-86.185643,0.0,0.0,0,0,-0.973076837196016,6.9,15.0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,-1.1109016212975191,9.8,18.4,0.0,0,0,0.0,0.5209946146233838,-0.0
010099,D W MCMILLAN MEMORIAL HOSPITAL,AL,36426,31.127105,-87.072378,0.0,0.0,0,0,-0.15917757218218412,7.8,16.2,-0.08903067337102871,0.80,6.66,0.9191466327471847,10.8,18.6,-0.09497608307535803,1.17,9.04,7.07,0,15.05,-0.024833094903787163,0,2.77,0,0,0,2.7630438518283134,17.0,26.8,0.7940863370176078,11.4,20.9,0.0,-1.0792748123527305,0.05220996283754348
010100,THOMAS HOSPITAL,AL,36532,30.519999,-87.890333,97.0,0.5874542101096097,2.0,4.2,0.6547216928316478,10.1,16.2,2.773000565864378,4.35,8.36,-1.2134177991274908,9.0,14.9,-0.34635622957041273,1.67,8.01,7.53,1.57,13.49,-0.2820556291740932,0,2.44,199.30,155.21,243.38,0.599671704498303,14.3,19.9,-0.4520289727248542,10.7,17.2,1.5930738442978332,0.10276334363059855,-0.6830107293073706
010101,CITIZENS BAPTIST MEDICAL CENTER,AL,35161,33.439801,-86.090641,0.0,0.0,0,0,0.8872643399784571,9.3,18.7,0.402539577642686,1.30,7.07,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,1.4549583673962136,14.2,23.8,0.3349912229019644,10.5,20.2,0.0,-0.6693034825691588,-0.1006348944106715
010102,J PAUL JONES HOSPITAL,AL,36726,31.996611,-87.299424,0.0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.3984277838164423,12.0,22.6,0.0,0,0,0.0,-0.09960694595411057,-0.0
010103,PRINCETON BAPTIST MEDICAL CENTER,AL,35211,33.499133,-86.846016,0.0,-0.3811146427093612,1.5,3.8,0.3640433838981365,9.8,15.6,2.9368573162022837,4.63,8.37,2.641602520030574,13.1,20.3,2.34434237550628,5.29,10.17,6.60,2.03,11.17,1.3577380267991066,0.8,2.65,132.00,95.51,168.5,1.555580327737144,15.7,22.5,0.9252563696220769,12.5,19.6,0.0,-1.3716206503219828,-1.5644557689495773
010104,GRANDVIEW MEDICAL CENTER,AL,35243,33.434363,-86.720483,0.0,1.749736833492375,2.5,4.8,0.015229413177923107,9.3,14.7,0.14036877710203824,2.11,5.76,0.34499467031938685,10.9,17.1,-0.22532134422094227,2.46,7.48,9.17,5.21,13.12,0.20023662258273064,0.3,2.43,210.15,168.86,251.44,0.19718386313457983,13.2,19.4,0.07265115769302487,11.3,18.3,0.0,-0.15751477608122866,-0.4662552222390504
010108,PRATTVILLE BAPTIST HOSPITAL,AL,36067,32.464423,-86.450936,0.0,0.0,0,0,-2.0776544111433592,5.9,11.3,-0.17642094021791146,0.75,6.54,-0.06511387427189666,10.0,17.0,-0.23463172001705518,1.08,8.84,8.97,1.13,16.82,-0.024833094903787163,0,2.77,0,0,0,-0.15499299805867728,12.6,18.8,0.5973312881109027,11.2,20.1,0.0,0.4251074988407577,0.10897143878468846
010109,PICKENS COUNTY MEDICAL CENTER,AL,35447,33.274807,-88.089673,90.0,0.0,0,0,0.30590772211143447,8.2,18.2,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,-0.406547898911004,10.8,20.4,0.0,0,0,-1.1448325344953996,0.025160044199892387,-0.0
010110,BULLOCK COUNTY HOSPITAL,AL,36089,32.146182,-85.71638,0.0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.49904974415737263,11.8,23.3,0.0,0,0,0.0,-0.12476243603934316,-0.0
010112,BRYAN W. WHITFIELD MEMORIAL HOSPITAL,AL,36732,32.503676,-87.836744,0.0,0.0,0,0,-1.2056194843428254,6.5,14.0,0.00928337683171413,0.85,6.78,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,-0.5574808394224005,11.1,19.6,0.0,0,0,0.0,0.44077508094130646,-0.0023208442079285323
010113,MOBILE INFIRMARY MEDICAL CENTER,AL,36652,30.696443,-88.081017,95.0,0.9748817512371984,2.1,4.3,0.07336507496462517,9.9,14.3,4.466186986022731,6.33,9.46,0.5910597970741576,11.3,17.2,1.4784774264677591,4.18,9.43,6.74,2.53,10.95,-1.8253908347959282,0,1.84,177.91,141.84,213.98,0.9015375855210959,15.4,20.3,-1.173464152049437,9.9,15.6,0.8108148789283381,-0.0981245763776104,-1.27353883223294
010114,"MEDICAL WEST, AN AFFILIATE OF UAB HEALTH SYSTEM",AL,35021,33.373086,-86.991709,0.0,-0.1874008721455668,1.4,4.5,-0.10104191039548205,8.6,15.4,-0.6242960578081848,0.70,5.78,-0.2291572921084095,9.7,16.8,1.1246831462154605,2.77,10.07,9.64,2.9,16.37,-0.24990281239030498,0,2.66,162.45,118.63,206.28,0.6499826846687691,14.0,21.0,-1.3046341846539062,9.0,16.6,0.0,0.24621267562225718,-0.015770850967850997
010118,VAUGHAN REGIONAL MEDICAL CENTER PARKWAY CAMPUS,AL,36701,32.430248,-87.055174,0.0,0.0,0,0,0.5384503692582426,9.8,16.3,-0.17642094021791146,0.95,6.34,1.165211759501954,11.4,18.6,-0.9422202805216522,0.63,7.77,7.62,1.15,14.1,-0.507125346660611,0,2.53,0,0,0,1.0021595458620263,14.5,21.4,0.07265115769302487,10.9,18.8,0.0,-0.694618208078812,0.4064416418500437
010120,MONROE COUNTY HOSPITAL,AL,36460,31.497839,-87.319411,95.0,0.0,0,0,0.24777206032473134,8.5,17.0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,1.60589130790761,14.6,24.1,-0.4520289727248542,9.9,18.6,0.8108148789283381,-0.3504085988768718,-0.0
